,ONE,Category,City,Country,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Manufacturer,Product Name,Profit,Profit Ratio,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
35%,1,Office Supplies,Philadelphia,United States,Cynthia Arntzen,20%,1,6/28/2015,CA-2015-140858,19140,Xerox,Xerox 1941,117,0.3482142857,4,East,336,Consumer,7/2/2015,Standard Class,Pennsylvania,Paper
30%,1,Technology,Belleville,United States,Toby Ritter,0%,1,6/20/2018,CA-2018-101434,7109,Razer,Razer Kraken PRO Over Ear PC and Music Headset,72,0.3,3,East,240,Consumer,6/27/2018,Standard Class,New Jersey,Accessories
49%,1,Office Supplies,Belleville,United States,Toby Ritter,0%,1,6/20/2018,CA-2018-101434,7109,Avery,Avery 508,5,0.5,2,East,10,Consumer,6/27/2018,Standard Class,New Jersey,Labels
6%,1,Technology,San Francisco,United States,Patrick Gardner,0%,1,5/9/2015,US-2015-102071,94110,Kingston,Kingston Digital DataTraveler 32GB USB 2.0,4,0.05882352941,4,West,68,Consumer,5/15/2015,Standard Class,California,Accessories
24%,1,Technology,San Francisco,United States,Patrick Gardner,0%,1,5/9/2015,US-2015-102071,94110,Sony,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,40,0.2380952381,3,West,168,Consumer,5/15/2015,Standard Class,California,Accessories
48%,1,Office Supplies,Lakeville,United States,Greg Tran,0%,1,8/21/2018,CA-2018-126956,55044,Advantus,Advantus Plastic Paper Clips,17,0.4857142857,7,Central,35,Consumer,8/28/2018,Standard Class,Minnesota,Fasteners
29%,1,Office Supplies,Lakeville,United States,Greg Tran,0%,1,8/21/2018,CA-2018-126956,55044,Acme,Acme Forged Steel Scissors with Black Enamel Handles,11,0.2972972973,4,Central,37,Consumer,8/28/2018,Standard Class,Minnesota,Supplies
49%,1,Office Supplies,Lakeville,United States,Greg Tran,0%,1,8/21/2018,CA-2018-126956,55044,Other,Security-Tint Envelopes,7,0.4666666667,2,Central,15,Consumer,8/28/2018,Standard Class,Minnesota,Envelopes
30%,1,Furniture,Florence,United States,Joel Eaton,0%,1,6/16/2018,CA-2018-129462,41042,Global,"Global Airflow Leather Mesh Back Chair, Black",91,0.3013245033,2,South,302,Consumer,6/21/2018,Second Class,Kentucky,Chairs
28%,1,Office Supplies,Florence,United States,Joel Eaton,0%,1,6/16/2018,CA-2018-129462,41042,Fellowes,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",51,0.2817679558,3,South,181,Consumer,6/21/2018,Second Class,Kentucky,Appliances
27%,1,Technology,Florence,United States,Joel Eaton,0%,1,6/16/2018,CA-2018-129462,41042,Pyle,Pyle PMP37LED,52,0.2708333333,2,South,192,Consumer,6/21/2018,Second Class,Kentucky,Phones
26%,1,Technology,Florence,United States,Joel Eaton,0%,1,6/16/2018,CA-2018-129462,41042,Other,Clarity 53712,17,0.2575757576,1,South,66,Consumer,6/21/2018,Second Class,Kentucky,Phones
8%,1,Office Supplies,Tampa,United States,Jennifer Braxton,20%,1,7/23/2017,CA-2017-165316,33614,Boston,Boston 16801 Nautilus Battery Pencil Sharpener,3,0.08571428571,2,South,35,Corporate,7/27/2017,Standard Class,Florida,Art
28%,1,Office Supplies,Tampa,United States,Jennifer Braxton,20%,1,7/23/2017,CA-2017-165316,33614,Holmes,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",7,0.2916666667,2,South,24,Corporate,7/27/2017,Standard Class,Florida,Appliances
-42%,1,Technology,Tampa,United States,Jennifer Braxton,50%,1,7/23/2017,CA-2017-165316,33614,Zebra,Zebra GX420t Direct Thermal/Thermal Transfer Printer,-111,-0.4188679245,1,South,265,Corporate,7/27/2017,Standard Class,Florida,Machines
-155%,1,Office Supplies,Tyler,United States,Lisa Hazard,80%,1,9/8/2015,US-2015-115987,75701,GBC,GBC ProClick Punch Binding System,-79,-1.549019608,4,Central,51,Consumer,9/13/2015,Second Class,Texas,Binders
34%,1,Office Supplies,Columbia,United States,James Lanier,20%,1,11/4/2018,US-2018-156083,38401,Adams,"Adams Telephone Message Books, 5 1/4” x 11”",3,0.3,2,South,10,Home Office,11/11/2018,Standard Class,Tennessee,Paper
8%,1,Technology,Fort Worth,United States,Ed Braxton,20%,1,3/7/2017,US-2017-137547,76106,Belkin,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,2,0.09523809524,3,Central,21,Corporate,3/12/2017,Standard Class,Texas,Phones
27%,1,Office Supplies,New York City,United States,Brian Moss,0%,1,11/20/2016,CA-2016-100454,10035,Boston,Boston 19500 Mighty Mite Electric Pencil Sharpener,16,0.2666666667,3,East,60,Corporate,11/25/2016,Standard Class,New York,Art
29%,1,Office Supplies,New York City,United States,Brian Moss,0%,1,11/20/2016,CA-2016-100454,10035,Newell,Newell 335,3,0.25,4,East,12,Corporate,11/25/2016,Standard Class,New York,Art
5%,1,Furniture,New York City,United States,Brian Moss,20%,1,11/20/2016,CA-2016-100454,10035,O'Sullivan,O'Sullivan 3-Shelf Heavy-Duty Bookcases,9,0.04838709677,4,East,186,Corporate,11/25/2016,Standard Class,New York,Bookcases
31%,1,Office Supplies,Los Angeles,United States,Eudokia Martin,20%,1,11/7/2017,CA-2017-161669,90036,Fellowes,Fellowes Binding Cases,12,0.3243243243,4,West,37,Corporate,11/9/2017,First Class,California,Binders
33%,1,Office Supplies,Los Angeles,United States,Eudokia Martin,20%,1,11/7/2017,CA-2017-161669,90036,Ibico,Ibico Plastic and Wire Spiral Binding Combs,9,0.3333333333,4,West,27,Corporate,11/9/2017,First Class,California,Binders
29%,1,Office Supplies,Los Angeles,United States,Eudokia Martin,0%,1,11/7/2017,CA-2017-161669,90036,Acme,Acme Preferred Stainless Steel Scissors,3,0.2727272727,2,West,11,Corporate,11/9/2017,First Class,California,Supplies
47%,1,Office Supplies,Los Angeles,United States,Eudokia Martin,0%,1,11/7/2017,CA-2017-161669,90036,Avery,Avery 486,7,0.4666666667,2,West,15,Corporate,11/9/2017,First Class,California,Labels
28%,1,Technology,Louisville,United States,Art Foster,0%,1,10/13/2016,CA-2016-114300,40214,Other,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,23,0.2738095238,7,South,84,Consumer,10/17/2016,Standard Class,Kentucky,Phones
27%,1,Furniture,Louisville,United States,Art Foster,0%,1,10/13/2016,CA-2016-114300,40214,Global,Global Deluxe Office Fabric Chairs,78,0.2708333333,3,South,288,Consumer,10/17/2016,Standard Class,Kentucky,Chairs
18%,1,Furniture,Lorain,United States,Guy Armstrong,20%,1,1/1/2018,CA-2018-107503,44052,Linden,"Linden 10"" Round Wall Clock, Black",9,0.1836734694,4,East,49,Consumer,1/6/2018,Standard Class,Ohio,Furnishings
43%,1,Technology,Linden,United States,Cyma Kinney,0%,1,2/7/2015,CA-2015-107755,7036,Maxell,Maxell DVD-RAM Discs,50,0.4347826087,7,East,115,Corporate,2/12/2015,Standard Class,New Jersey,Accessories
26%,1,Office Supplies,Salinas,United States,Dave Poirier,0%,1,6/20/2017,CA-2017-152534,93905,Dixon,DIXON Oriole Pencils,1,0.2,2,West,5,Corporate,6/25/2017,Second Class,California,Art
48%,1,Office Supplies,Salinas,United States,Dave Poirier,0%,1,6/20/2017,CA-2017-152534,93905,Xerox,Xerox 202,19,0.4871794872,6,West,39,Corporate,6/25/2017,Second Class,California,Paper
27%,1,Office Supplies,Jackson,United States,Valerie Dominguez,0%,1,5/28/2017,CA-2017-113747,39212,Boston,"Boston School Pro Electric Pencil Sharpener, 1670",50,0.2688172043,6,South,186,Consumer,6/4/2017,Standard Class,Mississippi,Art
33%,1,Furniture,New York City,United States,Greg Tran,0%,1,2/19/2017,CA-2017-123274,10035,Executive Impressions,"Executive Impressions 14"" Contract Wall Clock",15,0.3409090909,2,East,44,Consumer,2/24/2017,Standard Class,New York,Furnishings
4%,1,Office Supplies,New York City,United States,Greg Tran,0%,1,2/19/2017,CA-2017-123274,10035,Carina,Carina Double Wide Media Storage Towers in Natural & Black,10,0.04115226337,3,East,243,Consumer,2/24/2017,Standard Class,New York,Storage
47%,1,Office Supplies,New York City,United States,Berenike Kampe,0%,1,8/3/2015,CA-2015-125612,10035,Xerox,Xerox 1884,19,0.475,2,East,40,Consumer,8/8/2015,Standard Class,New York,Paper
26%,1,Office Supplies,New York City,United States,Berenike Kampe,0%,1,8/3/2015,CA-2015-125612,10035,Acme,Acme Box Cutter Scissors,27,0.2647058824,10,East,102,Consumer,8/8/2015,Standard Class,New York,Supplies
27%,1,Office Supplies,New York City,United States,Berenike Kampe,0%,1,8/3/2015,CA-2015-125612,10035,Staple magnet,Staple magnet,6,0.2857142857,2,East,21,Consumer,8/8/2015,Standard Class,New York,Storage
47%,1,Office Supplies,New Brunswick,United States,Sanjit Jacobs,0%,1,4/10/2018,CA-2018-161984,8901,Wirebound,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",4,0.5,1,East,8,Home Office,4/15/2018,Standard Class,New Jersey,Paper
50%,1,Office Supplies,New Brunswick,United States,Sanjit Jacobs,0%,1,4/10/2018,CA-2018-161984,8901,Other,OIC Binder Clips,4,0.5714285714,2,East,7,Home Office,4/15/2018,Standard Class,New Jersey,Fasteners
2%,1,Office Supplies,San Francisco,United States,Chuck Magee,0%,1,6/9/2015,CA-2015-133851,94122,Staple remover,Staple remover,0,0,2,West,7,Consumer,6/16/2015,Standard Class,California,Supplies
46%,1,Office Supplies,San Francisco,United States,Chuck Magee,0%,1,6/9/2015,CA-2015-133851,94122,Other,Deluxe Chalkboard Eraser Cleaner,11,0.4782608696,2,West,23,Consumer,6/16/2015,Standard Class,California,Art
21%,1,Technology,Jacksonville,United States,Anthony Johnson,20%,1,1/5/2017,CA-2017-134474,32216,Logitech,Logitech MX Performance Wireless Mouse,41,0.2146596859,6,South,191,Corporate,1/7/2017,Second Class,Florida,Accessories
11%,1,Office Supplies,Jacksonville,United States,Anthony Johnson,20%,1,1/5/2017,CA-2017-134474,32216,Newell,Newell 337,1,0.2,2,South,5,Corporate,1/7/2017,Second Class,Florida,Art
9%,1,Technology,Jacksonville,United States,Anthony Johnson,20%,1,1/5/2017,CA-2017-134474,32216,Logitech,"Logitech B530 USB Headset - headset - Full size, Binaural",5,0.08474576271,2,South,59,Corporate,1/7/2017,Second Class,Florida,Phones
47%,1,Office Supplies,Springfield,United States,Anthony Jacobs,0%,1,1/10/2015,CA-2015-149020,22153,Avery,Avery 482,1,0.3333333333,1,South,3,Corporate,1/15/2015,Standard Class,Virginia,Labels
41%,1,Furniture,Springfield,United States,Anthony Jacobs,0%,1,1/10/2015,CA-2015-149020,22153,Howard Miller,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",21,0.4038461538,1,South,52,Corporate,1/15/2015,Standard Class,Virginia,Furnishings
33%,1,Office Supplies,Philadelphia,United States,Linda Southworth,20%,1,9/29/2017,CA-2017-134362,19140,Avery,Avery 483,5,0.3125,4,East,16,Corporate,10/2/2017,First Class,Pennsylvania,Labels
-80%,1,Office Supplies,Lancaster,United States,Guy Phonely,70%,1,4/6/2015,CA-2015-136742,17602,Other,Large Capacity Hanging Post Binders,-36,-0.8,6,East,45,Corporate,4/10/2015,Standard Class,Pennsylvania,Binders
-67%,1,Office Supplies,Philadelphia,United States,Paul Knutson,70%,1,9/3/2017,CA-2017-158099,19143,GBC,GBC Ibimaster 500 Manual ProClick Binding System,-761,-0.6669588081,5,East,"1,141",Home Office,9/5/2017,First Class,Pennsylvania,Binders
-17%,1,Technology,Philadelphia,United States,Paul Knutson,40%,1,9/3/2017,CA-2017-158099,19143,Cisco,Cisco SPA301,-47,-0.1672597865,3,East,281,Home Office,9/5/2017,First Class,Pennsylvania,Phones
50%,1,Office Supplies,Concord,United States,Tracy Blumstein,0%,1,10/19/2016,CA-2016-131128,3301,Southworth,Southworth 100% Cotton The Best Paper,17,0.5,3,East,34,Consumer,10/20/2016,First Class,New Hampshire,Paper
46%,1,Office Supplies,New York City,United States,Sally Matthias,0%,1,12/10/2015,CA-2015-148488,10009,Adams,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",5,0.4545454545,2,East,11,Consumer,12/15/2015,Standard Class,New York,Paper
35%,1,Office Supplies,New York City,United States,Sally Matthias,20%,1,12/10/2015,CA-2015-148488,10009,Poly,Poly Designer Cover & Back,37,0.3490566038,7,East,106,Consumer,12/15/2015,Standard Class,New York,Binders
35%,1,Office Supplies,Charlotte,United States,Guy Armstrong,20%,1,8/25/2018,CA-2018-114636,28205,Xerox,Xerox 1910,67,0.3489583333,5,South,192,Consumer,8/29/2018,Standard Class,North Carolina,Paper
20%,1,Furniture,Concord,United States,Chuck Clark,0%,1,1/17/2017,CA-2017-116736,3301,Tenex,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",65,0.2012383901,3,East,323,Home Office,1/21/2017,Standard Class,New Hampshire,Furnishings
44%,1,Technology,Concord,United States,Chuck Clark,0%,1,1/17/2017,CA-2017-116736,3301,Logitech,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,13,0.4333333333,1,East,30,Home Office,1/21/2017,Standard Class,New Hampshire,Accessories
18%,1,Technology,Concord,United States,Chuck Clark,0%,1,1/17/2017,CA-2017-116736,3301,Logitech,Logitech G19 Programmable Gaming Keyboard,67,0.1801075269,3,East,372,Home Office,1/21/2017,Standard Class,New Hampshire,Accessories
-70%,1,Office Supplies,Philadelphia,United States,Anthony Garverick,70%,1,9/17/2015,US-2015-158638,19120,Acco,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",-4,-0.6666666667,4,East,6,Home Office,9/21/2015,Standard Class,Pennsylvania,Binders
34%,1,Office Supplies,New York City,United States,Harold Pawlan,20%,1,11/30/2018,CA-2018-111689,10024,Other,Lock-Up Easel 'Spel-Binder',23,0.3382352941,3,East,68,Home Office,12/2/2018,Second Class,New York,Binders
21%,1,Furniture,New York City,United States,Harold Pawlan,10%,1,11/30/2018,CA-2018-111689,10024,SAFCO,SAFCO Arco Folding Chair,262,0.2107803701,5,East,"1,243",Home Office,12/2/2018,Second Class,New York,Chairs
27%,1,Office Supplies,Springfield,United States,Dave Kipp,0%,1,10/9/2016,CA-2016-129098,22153,Decoflex,"Decoflex Hanging Personal Folder File, Blue",8,0.2580645161,2,South,31,Consumer,10/13/2016,Standard Class,Virginia,Storage
44%,1,Office Supplies,San Francisco,United States,Gary Zandusky,0%,1,12/23/2018,US-2018-123463,94109,Binney & Smith,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",6,0.4615384615,4,West,13,Consumer,12/23/2018,Same Day,California,Art
32%,1,Furniture,Detroit,United States,Peter McVee,0%,1,10/22/2017,CA-2017-165148,48227,Eldon,Eldon 200 Class Desk Accessories,10,0.3225806452,5,Central,31,Home Office,10/24/2017,First Class,Michigan,Furnishings
34%,1,Furniture,Rochester,United States,Lauren Leatherbury,0%,1,4/29/2015,CA-2015-134061,14609,DAX,Dax Clear Box Frame,6,0.3529411765,2,East,17,Consumer,5/4/2015,Standard Class,New York,Furnishings
33%,1,Office Supplies,Los Angeles,United States,Jill Stevenson,20%,1,4/25/2016,CA-2016-143602,90045,Fellowes,Fellowes Black Plastic Comb Bindings,5,0.3571428571,3,West,14,Corporate,4/28/2016,Second Class,California,Binders
2%,1,Office Supplies,San Diego,United States,Olvera Toch,0%,1,6/26/2018,CA-2018-115364,92105,Eldon,Eldon Shelf Savers Cubes and Bins,2,0.02380952381,12,West,84,Consumer,7/2/2018,Standard Class,California,Storage
49%,1,Office Supplies,Columbia,United States,Ed Ludwig,0%,1,10/14/2018,CA-2018-150707,21044,Acco,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",18,0.4736842105,7,East,38,Home Office,10/19/2018,Standard Class,Maryland,Binders
49%,1,Office Supplies,San Francisco,United States,Cyma Kinney,0%,1,12/9/2015,CA-2015-104976,94122,Xerox,Xerox 1987,17,0.4857142857,6,West,35,Corporate,12/16/2015,Standard Class,California,Paper
10%,1,Technology,New Rochelle,United States,Jeremy Ellison,0%,1,6/20/2018,CA-2018-132934,10801,Anker,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,15,0.1,5,East,150,Consumer,6/26/2018,Standard Class,New York,Accessories
36%,1,Office Supplies,New Rochelle,United States,Jeremy Ellison,20%,1,6/20/2018,CA-2018-132934,10801,Acco,Acco D-Ring Binder w/DublLock,19,0.3725490196,3,East,51,Consumer,6/26/2018,Standard Class,New York,Binders
45%,1,Office Supplies,Detroit,United States,Tracy Hopkins,0%,1,6/26/2018,CA-2018-133256,48227,Ampad,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",2,0.4,1,Central,5,Home Office,6/27/2018,First Class,Michigan,Paper
34%,1,Office Supplies,Detroit,United States,Tracy Hopkins,0%,1,6/26/2018,CA-2018-133256,48227,Other,Fluorescent Highlighters by Dixon,5,0.3125,4,Central,16,Home Office,6/27/2018,First Class,Michigan,Art
25%,1,Technology,Detroit,United States,Tracy Hopkins,0%,1,6/26/2018,CA-2018-133256,48227,Nortel,Nortel Networks T7316 E Nt8 B27,136,0.25,8,Central,544,Home Office,6/27/2018,First Class,Michigan,Phones
27%,1,Office Supplies,San Francisco,United States,Pamela Coakley,0%,1,11/10/2017,CA-2017-105494,94122,Other,File Shuttle I and Handi-File,42,0.2692307692,7,West,156,Corporate,11/12/2017,First Class,California,Storage
35%,1,Office Supplies,San Francisco,United States,Pamela Coakley,20%,1,11/10/2017,CA-2017-105494,94122,Other,Binding Machine Supplies,25,0.3571428571,3,West,70,Corporate,11/12/2017,First Class,California,Binders
33%,1,Office Supplies,Houston,United States,Hunter Lopez,20%,1,10/3/2017,CA-2017-140634,77095,Staple envelope,Staple envelope,5,0.3125,2,Central,16,Consumer,10/6/2017,Second Class,Texas,Envelopes
50%,1,Office Supplies,Detroit,United States,Maribeth Schnelling,0%,1,9/9/2015,CA-2015-144407,48227,Other,Alphabetical Labels for Top Tab Filing,52,0.5,7,Central,104,Consumer,9/15/2015,Standard Class,Michigan,Labels
48%,1,Office Supplies,Auburn,United States,George Bell,0%,1,10/29/2018,CA-2018-160983,13021,Things To Do,Things To Do Today Pad,23,0.4893617021,8,East,47,Corporate,10/31/2018,Second Class,New York,Paper
-73%,1,Office Supplies,Springfield,United States,Justin Ritter,70%,1,4/10/2017,US-2017-114622,45503,Wilson Jones,Wilson Jones Hanging Recycled Pressboard Data Binders,-7,-0.7777777778,2,East,9,Corporate,4/12/2017,First Class,Ohio,Binders
33%,1,Office Supplies,Garland,United States,Tamara Dahlen,20%,1,11/11/2018,CA-2018-150959,75043,Universal,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,3,0.3,5,Central,10,Consumer,11/13/2018,First Class,Texas,Labels
-175%,1,Office Supplies,Garland,United States,Tamara Dahlen,80%,1,11/11/2018,CA-2018-150959,75043,Other,Deluxe Heavy-Duty Vinyl Round Ring Binder,-32,-1.777777778,4,Central,18,Consumer,11/13/2018,First Class,Texas,Binders
6%,1,Technology,Chicago,United States,Dave Brooks,20%,1,9/15/2018,CA-2018-132353,60653,Avaya,Avaya 5420 Digital phone,20,0.06172839506,3,Central,324,Consumer,9/17/2018,First Class,Illinois,Phones
48%,1,Office Supplies,Los Angeles,United States,Logan Currie,0%,1,4/8/2017,CA-2017-130477,90032,Xerox,Xerox 1923,10,0.5,3,West,20,Consumer,4/12/2017,Standard Class,California,Paper
4%,1,Office Supplies,Los Angeles,United States,Logan Currie,0%,1,4/8/2017,CA-2017-130477,90032,Fellowes,Fellowes Neat Ideas Storage Cubes,3,0.04615384615,2,West,65,Consumer,4/12/2017,Standard Class,California,Storage
48%,1,Office Supplies,Los Angeles,United States,Logan Currie,0%,1,4/8/2017,CA-2017-130477,90032,Xerox,Xerox 1931,6,0.4615384615,2,West,13,Consumer,4/12/2017,Standard Class,California,Paper
4%,1,Furniture,New York City,United States,Patrick O'Donnell,20%,1,12/30/2018,CA-2018-143259,10009,Other,"Bush Westfield Collection Bookcases, Fully Assembled",12,0.03715170279,4,East,323,Consumer,1/3/2019,Standard Class,New York,Bookcases
3%,1,Technology,New York City,United States,Patrick O'Donnell,0%,1,12/30/2018,CA-2018-143259,10009,Other,Gear Head AU3700S Headset,3,0.03296703297,7,East,91,Consumer,1/3/2019,Standard Class,New York,Phones
38%,1,Office Supplies,New York City,United States,Patrick O'Donnell,20%,1,12/30/2018,CA-2018-143259,10009,Wilson Jones,Wilson Jones Legal Size Ring Binders,20,0.3773584906,3,East,53,Consumer,1/3/2019,Standard Class,New York,Binders
27%,1,Technology,Jackson,United States,Bill Eplett,0%,1,9/2/2018,CA-2018-137596,49201,Polycom,Polycom CX600 IP Phone VoIP phone,324,0.27,4,Central,"1,200",Home Office,9/7/2018,Standard Class,Michigan,Phones
43%,1,Technology,Jackson,United States,Bill Eplett,0%,1,9/2/2018,CA-2018-137596,49201,Maxell,Maxell iVDR EX 500GB Cartridge,829,0.4297563504,7,Central,"1,929",Home Office,9/7/2018,Standard Class,Michigan,Accessories
